names	lfc	padj
PCSK1	6.200276	0.0
VSNL1	6.0983562	0.0
GABRG1	5.9575567	0.0
STMN2	5.92261	0.0
AC009784.3	5.8948207	0.0
PTGER3	5.8722277	0.0
C22orf42	5.833204	0.0
GABRA2	5.7515383	0.0
BMP3	5.6964097	0.0
HSPB3	5.6378736	0.0
RTP5	5.605722	0.0
NKX2-1	5.6029444	0.0
NELL1	5.6028795	0.0
SYNE4	5.5320435	0.0
PRLR	5.5296497	0.0
LINC01322	5.524108	0.0
CNTN5	5.4663305	0.0
RP11-397G17.1	5.413226	0.0
MGAT4C	5.398326	0.0
PNOC	5.3535056	0.0
LINC01586	5.3286095	0.0
RTN1	5.2833734	0.0
GABRA4	5.238681	0.0
SCG2	5.184362	0.0
AC079154.1	5.1771464	0.0
GPR6	5.1543245	0.0
CBLN2	5.151955	0.0
SCN2A	5.1512628	0.0
MAB21L1	5.1459265	0.0
PTH2	5.1166883	0.0
FAM3B	5.0924044	0.0
SIX6	5.0535116	0.0
RP1-170O19.17	5.051558	0.0
AP000345.1	5.046721	0.0
SNCB	5.0434594	0.0
NKX1-2	4.973893	0.0
CHRM2	4.970652	0.0
GPR149	4.9226046	0.0
RFTN1	4.9189596	0.0
GRIA2	4.8646693	0.0
KCNS2	4.852782	0.0
RIT2	4.8333325	0.0
MCF2	4.8209395	0.0
DCLK3	4.820391	0.0
RP11-348J24.2	4.8043156	0.0
CHD5	4.799637	0.0
KCTD4	4.7882366	0.0
CACNG3	4.7813525	0.0
CELF6	4.7124414	0.0
TTC39C-AS1	4.6842375	0.0
LINC01111	4.655325	0.0
BARHL2	4.654169	0.0
DIRAS2	4.651404	0.0
PCP4L1	4.6467834	0.0
SYNPR	4.607916	0.0
WIF1	4.603392	0.0
GRM5	4.6030946	0.0
GRIN1	4.5691514	0.0
RP11-75C9.2	4.538463	0.0
EVX1	4.5271554	0.0
SAMD3	4.5134735	0.0
NTM	4.508681	0.0
AC007796.1	4.498377	0.0
PCSK1N	4.4842196	0.0
CDHR2	4.4788494	0.0
NPAS4	4.477761	0.0
LHX5-AS1	4.4605694	0.0
NRXN1	4.448424	0.0
CTC-209H22.3	4.447966	0.0
GABRG2	4.4477644	0.0
VWC2	4.4294734	0.0
TTC9B	4.4202094	0.0
C1QL3	4.416881	0.0
KCNJ6	4.4012794	0.0
NTS	4.366822	0.0
CAMK2B	4.3537397	0.0
AP004372.1	4.3531647	0.0
PPP2R2C	4.3319182	0.0
AC012507.3	4.3302374	0.0
FGF14	4.325191	0.0
NGB	4.3192844	0.0
GAP43	4.303475	0.0
GABRB1	4.302673	0.0
DGKK	4.2915945	0.0
RP11-1263C18.1	4.2905507	0.0
KIF5C	4.2887745	0.0
ZBTB7C	4.2740955	0.0
LINC01330	4.271806	0.0
RP11-472M19.2	4.2682743	0.0
HPCAL4	4.2655983	0.0
GADL1	4.250527	0.0
BRINP1	4.2503796	0.0
VIPR1-AS1	4.2447762	0.0
OPN5	4.238117	0.0
NOL4	4.236534	0.0
SYT5	4.233689	0.0
HMP19	4.2286797	0.0
ELMOD1	4.218876	0.0
RALYL	4.2134156	0.0
CNTN4	4.20197	0.0
RP4-665J23.1	4.199704	0.0
PNMAL2	4.1927624	0.0
GRIN2B	4.1884394	0.0
AC140912.1	4.178577	0.0
ARPP21	4.1744466	0.0
SEMA3E	4.169886	0.0
GNG13	4.1679816	0.0
SLA	4.1671295	0.0
LOR	4.165848	0.0
FGF20	4.1561904	0.0
NIM1K	4.155185	0.0
RP11-523L20.1	4.15263	0.0
RP11-105N14.2	4.149331	0.0
DNASE2B	4.137864	0.0
LRRTM3	4.123578	0.0
SLC24A2	4.1184316	0.0
RP1-151F17.2	4.0983334	0.0
LAMB3	4.0979657	0.0
TCEAL6	4.0954747	0.0
NNAT	4.07856	0.0
ITGBL1	4.0683475	0.0
RP11-613D13.5	4.064975	0.0
TUBB2A	4.0533037	0.0
PCSK2	4.0473757	0.0
C11orf87	4.0414724	0.0
SERPINI1	4.034865	0.0
RP11-713P17.5	4.0342736	0.0
RCAN2	4.023463	0.0
CALY	4.0158715	0.0
ERAS	4.0090923	0.0
RP5-921G16.1	4.0079246	0.0
MARCH4	4.004287	0.0
RP5-837I24.4	4.0030494	0.0
SIAH3	4.002416	0.0
RP11-416N2.4	3.9990258	0.0
PCDH10	3.9952545	0.0
ERICH5	3.9948182	0.0
FRRS1L	3.9935474	0.0
DPYS	3.9886305	0.0
TSPAN1	3.9791834	0.0
LRRN3	3.9678314	0.0
TMC2	3.9580452	0.0
SLN	3.9521542	0.0
GLTPD2	3.9485593	0.0
LHX1	3.9467826	0.0
COX7A1	3.9340415	0.0
KCNH4	3.9283113	0.0
LHFPL3	3.9098577	0.0
RP11-98D18.1	3.9064345	0.0
SLC6A1	3.8904192	0.0
CALB2	3.8801854	0.0
PRRT4	3.876906	0.0
SLC6A17	3.8757868	0.0
RFPL2	3.8757215	0.0
LHX9	3.8707209	0.0
DGKI	3.8597589	0.0
FXYD7	3.855369	0.0
RP11-1336O20.2	3.8532815	0.0
MIR7-3HG	3.8528218	0.0
F12	3.8435037	0.0
GNG3	3.830125	0.0
SHISA7	3.8240576	0.0
FSTL5	3.821779	0.0
INA	3.8208673	0.0
CNGB1	3.8097482	0.0
TBR1	3.807188	0.0
CAMK2N2	3.8058302	0.0
NKX6-2	3.8012178	0.0
CYP4X1	3.7954898	0.0
LRRC26	3.791485	0.0
RIMS2	3.783696	0.0
CA10	3.7822506	0.0
RP11-92C4.6	3.7821078	0.0
RP11-3B12.2	3.7745204	0.0
DYNC1I1	3.773891	0.0
PAX5	3.7722437	0.0
IMPG1	3.7659214	0.0
CDH18	3.7621925	0.0
RTBDN	3.7619693	0.0
RP11-445F12.2	3.7616456	0.0
SCN9A	3.7549343	0.0
CACNG8	3.74829	0.0
RASGRF1	3.7481172	0.0
RTP1	3.7457871	0.0
MAB21L2	3.7437673	0.0
GPR37	3.7374485	0.0
CELF4	3.729813	0.0
FGD5	3.7286577	0.0
CADM2	3.72811	0.0
PABPC1L2A	3.722972	0.0
KCNB1	3.7192693	0.0
TMEFF2	3.7184987	0.0
SCGB1A1	3.7163274	0.0
MAPT	3.703836	0.0
ANK3	3.7007494	0.0
DKFZP434H168	3.6996644	0.0
OPCML	3.6970441	0.0
STMN4	3.6776094	0.0
GJD2	3.6759422	0.0
NPM2	3.6721768	0.0
EEF1A2	3.6708574	0.0
DNM3	3.6675406	0.0
KCNJ5	3.665277	0.0
NRN1	3.6627955	0.0
MYRIP	3.6592216	0.0
SGCD	3.6563227	0.0
SHANK1	3.6554284	0.0
CNR1	3.6503801	0.0
GPR22	3.6368694	0.0
OPRL1	3.6359267	0.0
PCDHGC4	3.6356812	0.0
CRLF1	3.6346831	0.0
MYH6	3.6344056	0.0
RP11-272L13.3	3.632864	0.0
TMEM151A	3.6288126	0.0
HCRTR2	3.6176248	0.0
CFC1	3.6132348	0.0
POU2F2	3.6114447	0.0
TENM1	3.598631	0.0
SMIM18	3.583627	0.0
NKAIN2	3.5669582	0.0
