names	lfc	padj
SST	9.487344	0.0
ISL1	8.373398	0.0
C11orf96	8.049405	0.0
SIX1	7.8377976	0.0
RP11-856M7.1	7.2884	0.0
PPP1R17	7.222653	0.0
AP000997.2	7.135357	0.0
RGS10	7.1189165	0.0
MSC	7.0098195	0.0
GPR142	6.9065924	0.0
RP11-316I3.1	6.8909597	0.0
MYL1	6.872283	0.0
RP11-136I14.5	6.8378496	0.0
AC091801.1	6.8069644	0.0
HMX1	6.7974076	0.0
KLHL40	6.779388	0.0
GRXCR1	6.7608976	0.0
TMEM215	6.729229	0.0
S100A10	6.651986	0.0
INHBE	6.648026	0.0
HLA-DOB	6.6216774	0.0
TBC1D3I	6.607442	0.0
PPP1R27	6.603369	0.0
CTD-2314G24.2	6.579416	0.0
AP000997.1	6.5433855	0.0
AC104654.2	6.5219846	0.0
LPAR3	6.516133	0.0
FCN2	6.4859853	0.0
KCNJ12	6.4739394	0.0
TLX2	6.4719296	0.0
LILRB2	6.469337	0.0
PIRT	6.457983	0.0
BDKRB1	6.388178	0.0
LINC00379	6.3879457	0.0
OLIG2	6.329801	0.0
TNC	6.3163986	0.0
C2orf91	6.2723713	0.0
AC073316.2	6.271239	0.0
NPFFR2	6.2643337	0.0
PRLH	6.258101	0.0
CH507-42P11.7	6.250409	0.0
PLEK2	6.2395086	0.0
RP11-650J17.1	6.2305784	0.0
IGLC2	6.1953387	0.0
HHATL	6.1509047	0.0
CSH1	6.1461816	0.0
LIPC	6.144991	0.0
MYH8	6.1268506	0.0
LILRA4	6.124937	0.0
UNC45B	6.1152153	0.0
C18orf42	6.1051297	0.0
RERG-AS1	6.1042385	0.0
SUCNR1	6.0860023	0.0
NEUROD1	6.076514	0.0
CDH15	6.0328603	0.0
CTB-91J4.1	6.0262675	0.0
LINC00675	6.0137577	0.0
RP11-321E2.3	5.9966683	0.0
RERGL	5.9937325	0.0
SHOX2	5.9810114	0.0
CLRN1	5.9047236	0.0
ADAM11	5.858142	0.0
PPP1R1C	5.8376207	0.0
GRM4	5.8025427	0.0
ACTL7B	5.7796235	0.0
CD163L1	5.776691	0.0
NODAL	5.7563653	0.0
KCNH6	5.7401953	0.0
RP1-310O13.7	5.737645	0.0
TBC1D3B	5.7279277	0.0
NTRK1	5.7234225	0.0
SNCG	5.696878	0.0
RANBP3L	5.6539297	0.0
THSD7B	5.649388	0.0
MSC-AS1	5.6467986	0.0
