names	lfc	padj
SFRP1	2.3022316	0.0
ID4	2.205378	0.0
FABP7	1.9833817	0.0
SLITRK6	1.9296726	0.0
C1orf61	1.9190536	0.0
AC004076.9	1.9014534	0.0
LINC01551	1.893889	0.0
LIX1	1.7112269	0.0
LINC00626	1.7058381	0.0
LAMA3	1.7048081	0.0
MT3	1.6729178	0.0
ACPT	1.6685168	0.0
PROK2	1.6679615	0.0
TRAF3IP3	1.6659603	0.0
RP11-108K3.2	1.6640644	0.0
RP11-497E19.2	1.6574022	0.0
RP11-275I4.2	1.6291276	0.0
TMEM161B-AS1	1.6262959	0.0
ADAMTS18	1.6194246	0.0
AC019117.1	1.618654	0.0
RP11-335O4.3	1.6144284	0.0
ANGPTL1	1.6090147	0.0
SDR16C5	1.602054	0.0
MXRA5	1.6005229	0.0
LINC01106	1.5950558	0.0
WI2-1959D15.1	1.5876805	0.0
ACOXL	1.5828735	0.0
RP11-1022B3.1	1.5683396	0.0
IGBP1-AS2	1.5646808	0.0
RASGRP1	1.5645792	0.0
B3GAT2	1.5633681	0.0
CTD-2049O4.1	1.5631801	0.0
TTYH1	1.5533842	4.387998380772684e-185
LINC00908	1.5521779	0.0
THRIL	1.5456481	0.0
P3H2	1.5362184	0.0
HMGA2	1.5357054	0.0
DCT	1.5323939	0.0
GJA5	1.513166	0.0
ZFP36L1	1.5129308	0.0
AMBN	1.5094934	0.0
RP11-85B7.5	1.5030785	0.0
GLP1R	1.5015177	0.0
FOXG1	1.5013041	0.0
LYPD6B	1.4997307	0.0
RP11-449J10.1	1.4992365	0.0
RP11-83C7.1	1.4925593	0.0
KCNMB2-AS1	1.4911324	0.0
RP11-1149M10.1	1.4881624	0.0
CXCL6	1.4857461	0.0
COL4A6	1.4839103	0.0
GLI3	1.4814922	0.0
RP11-366L20.2	1.481378	0.0
RP11-575L7.4	1.4746875	0.0
OLFM3	1.4710183	0.0
STXBP6	1.4693462	0.0
LINC01280	1.4617817	0.0
AVPR1A	1.460881	0.0
RP11-302F12.10	1.4573038	0.0
RP11-284F21.9	1.4572577	0.0
LTA	1.4559762	0.0
XXyac-YX65C7-A.2	1.455302	0.0
CCDC68	1.452964	0.0
HEY1	1.4507928	0.0
PAG1	1.4476948	0.0
SYNE2	1.4385129	0.0
SLC9C2	1.4382795	0.0
RP13-735L24.1	1.4365257	0.0
RP13-726E6.2	1.4361634	0.0
RPL27A	1.4319549	0.0
FAM111B	1.4297009	0.0
RASSF10	1.4275608	0.0
GS1-204I12.4	1.4223654	0.0
RP11-154H23.5	1.4170647	0.0
GIMAP4	1.415685	0.0
AC017104.2	1.4063487	0.0
CH507-145C22.1	1.4019029	0.0
DPP4	1.4002316	0.0
RP11-298I3.1	1.3962425	0.0
SH3TC2	1.3942661	0.0
OR51I1	1.3928899	0.0
HPSE2	1.391844	0.0
IFI44	1.3879564	0.0
CASP10	1.3796438	0.0
RP5-859D4.3	1.3755007	0.0
RP11-61J19.3	1.3741889	0.0
CRYGD	1.3736413	0.0
SOX9	1.3728651	0.0
RP11-321G12.1	1.3700591	0.0
NUTM2G	1.3671317	0.0
CTB-50L17.9	1.3639109	0.0
ANKRD34B	1.3598018	0.0
LY6D	1.3586138	0.0
CTD-2260A17.1	1.3573912	0.0
RP11-219B4.3	1.3558979	0.0
RP11-80H18.3	1.3536825	0.0
RP11-395E19.6	1.3510871	0.0
C10orf126	1.3501416	0.0
FZD8	1.3473067	0.0
AC007193.10	1.3469812	0.0
NCR3LG1	1.3440297	0.0
MRGPRF	1.3430736	0.0
RP11-563J2.2	1.3405821	0.0
IFI44L	1.3405226	0.0
ERVMER34-1	1.3399435	0.0
LINC01076	1.3342944	0.0
RDH10	1.3329375	0.0
LEF1	1.3308102	0.0
ACADL	1.3257487	0.0
ZNF367	1.3255476	0.0
SOX2	1.3232518	8.625654266289598e-223
KIAA1217	1.3098773	0.0
RP11-900F13.3	1.3087828	0.0
MGAM	1.3067131	0.0
CTD-2583A14.10	1.3063666	0.0
GOLGA8H	1.3049332	0.0
LIMCH1	1.2963221	0.0
RP11-334J6.6	1.2948277	0.0
PTPRQ	1.2914007	0.0
LINC01508	1.2910358	0.0
RP11-69M1.8	1.2895279	0.0
RP1-90G24.6	1.289151	0.0
COL17A1	1.2866377	0.0
QKI	1.2805831	0.0
SIX2	1.2795813	0.0
CASC11	1.2788134	0.0
LINC01183	1.2774826	0.0
COL24A1	1.2766815	0.0
USH1C	1.2755166	0.0
CTC-360G5.9	1.2752284	0.0
IL17RB	1.274576	0.0
RP11-91P24.6	1.2725284	0.0
RP11-165H23.1	1.2724806	0.0
CYP2W1	1.2723508	0.0
ESR2	1.2720627	0.0
DEFA5	1.2706956	0.0
MCM4	1.2666023	0.0
GLYATL1	1.2656912	0.0
EFHD1	1.2648857	0.0
EMX2	1.2642527	0.0
RP11-76E17.4	1.2619911	0.0
RP5-858L17.1	1.2614518	0.0
P3H2-AS1	1.2606063	0.0
RP11-930O11.2	1.2600431	0.0
RP11-498C9.16	1.2594244	0.0
PLBD1-AS1	1.2587174	0.0
LINC00691	1.2577827	0.0
RAB27B	1.2571377	0.0
RP11-900F13.2	1.2556754	0.0
AATBC	1.2526184	0.0
RPL13A	1.2512696	0.0
RP4-604K5.3	1.2442422	0.0
RP11-132A1.4	1.244189	0.0
ID3	1.2412909	1.3494862626024624e-198
RP11-158M2.2	1.2402146	0.0
ELL2	1.238666	0.0
AC010976.2	1.2374169	0.0
RP3-510O8.4	1.2365222	0.0
RP11-536C5.2	1.2343162	0.0
EFCAB6-AS1	1.2335216	0.0
MASP1	1.2335018	0.0
RP11-977G19.14	1.230744	0.0
VCAN-AS1	1.2297411	0.0
RP1-239B22.5	1.2292517	0.0
C6orf10	1.2270327	0.0
TRIM25	1.2268096	0.0
AC108488.4	1.2261808	0.0
LINC00840	1.2233566	0.0
FOXG1-AS1	1.2215812	0.0
PVALB	1.2188461	0.0
RP11-757G1.6	1.2158506	0.0
CFB	1.2123897	0.0
RP11-68L18.1	1.2116674	0.0
RP11-248G5.9	1.2089758	0.0
CTC-559E9.8	1.2086816	0.0
IGSF5	1.2083136	0.0
RP3-500L14.2	1.207858	0.0
KCNJ11	1.2063675	0.0
RPS20	1.2055545	0.0
VCAN	1.2053951	0.0
LLNLR-284B4.1	1.2048545	0.0
FAM181A	1.202984	0.0
CFAP58	1.2003752	0.0
SLCO2A1	1.1991003	0.0
CLEC5A	1.1953872	0.0
HTR2A	1.1940782	0.0
RP5-827E24.1	1.194029	0.0
RP11-689C9.1	1.1918364	0.0
TTPA	1.1901964	0.0
SCARF1	1.1867743	0.0
ZDHHC19	1.1861856	0.0
OTX1	1.1842448	0.0
MAOA	1.1823874	0.0
PLAGL1	1.1822644	0.0
CHP2	1.1806558	0.0
RP11-1072C15.4	1.179361	0.0
IKBKE	1.1775887	0.0
RHBG	1.1765157	0.0
RP11-839D17.3	1.1764345	1.4302588910517008e-100
LINC00102	1.175803	0.0
MEP1B	1.1738228	0.0
FEZF2	1.1726772	3.853875724622249e-202
C2orf82	1.1724188	0.0
F11-AS1	1.172407	0.0
FUT9	1.1720389	0.0
CA12	1.1706718	0.0
ERICH4	1.1700999	0.0
CDHR1	1.1697245	0.0
MIR155HG	1.1691056	0.0
ANO9	1.169062	0.0
S100A4	1.1680502	0.0
AC007566.10	1.1678525	2.9559356100273924e-157
GABRG3	1.166955	0.0
TMPRSS5	1.1663202	0.0
TTC39B	1.1660423	0.0
ETNPPL	1.1654594	0.0
CTD-2207O23.11	1.1645672	0.0
HK2	1.1631564	0.0
CTD-2506J14.1	1.1611558	0.0
RP11-81H3.2	1.1583506	0.0
RPS6	1.1583363	0.0
CLPSL1	1.1579804	0.0
RP11-367J11.2	1.1560876	0.0
S1PR1	1.1552882	0.0
CMBL	1.1530015	0.0
ADAMTS1	1.150052	0.0
RPL23	1.1474224	0.0
IQGAP2	1.1454519	0.0
NR2E1	1.1425331	0.0
PCOLCE2	1.1420565	0.0
RP11-710E1.2	1.1390934	0.0
