names	lfc	padj
SOST	10.252048	7.780992417480721e-238
ANKRD66	8.267171	1.234262555846158e-164
MS4A6A	7.976384	2.1680824593498605e-235
MUC16	7.9119368	1.1593790135689073e-115
HCAR2	7.753458	5.709566738347108e-171
C11orf16	7.7396193	4.918066570525685e-190
XXbac-BPG308J9.3	7.622419	6.377878542910638e-121
STPG2-AS1	7.6086683	3.0974292850466683e-262
AREG	7.4841995	3.554046936856609e-251
FAM216B	7.3904877	1.888459417591898e-106
ADAMTS3	7.38535	6.631573302313549e-237
GDF7	7.3572617	4.996740366182474e-228
KRT4	7.223551	4.1543038903310705e-165
ST6GALNAC1	7.194134	4.5197878934985617e-125
DEFB1	7.187623	6.895555936050352e-136
SPARCL1	7.1861897	3.613284099428723e-225
WNT10B	7.1558385	9.392302465407892e-232
LPL	7.15156	1.865718337986999e-229
C11orf88	7.0992265	9.296358749881259e-168
CASP4	7.055205	3.1265037962577696e-217
MS4A8	7.0130343	3.9778558127452824e-259
AGR2	6.9580584	4.994443073735329e-185
BLNK	6.9431853	2.334523463911077e-193
KB-1562D12.1	6.9389954	6.142796642453214e-147
C20orf85	6.928383	2.1687342514283152e-105
RP4-666F24.3	6.8433046	2.017164533017486e-225
C11orf97	6.785966	3.4939432246937054e-64
SERPINB2	6.785329	4.1020005574456304e-54
WNT6	6.685202	2.2653159179500075e-95
SOD3	6.6512003	1.3871767963586437e-264
XAGE2	6.6075377	1.2254146942942933e-233
CYP1A1	6.599019	1.5848834420144847e-74
GBP2	6.587253	1.3702747393118542e-190
CCNO	6.5799985	4.240908148065442e-156
GPR87	6.5385995	7.131998177870598e-102
ICAM4	6.5258656	6.113002299184531e-104
GALNT3	6.454164	6.894449862244686e-253
EPAS1	6.4498053	1.3294100968137388e-184
CDC20B	6.4361753	8.488643197942558e-126
CDCP1	6.425911	1.6371455227947747e-97
CR1L	6.3995132	4.0336781144103595e-59
DNAI2	6.395275	1.074022925543023e-173
ADGB	6.3815517	5.3793552053233193e-11
UPK1B	6.379548	1.1098848865287835e-72
MUC15	6.3708434	3.169638077977238e-148
GRP	6.3631773	2.9195402548772405e-211
TTR	6.3605027	5.652814389460689e-171
ERVV-1	6.359551	2.7724106050847666e-143
CLIC3	6.351809	2.0519139897346153e-64
PRSS22	6.3320856	7.075391059815471e-189
P2RY6	6.290963	1.9426004461842477e-66
SCEL	6.2696376	4.062641416088841e-102
GPAT3	6.2662206	8.079103715564619e-77
ADAMTS8	6.2504163	1.182430267690997e-191
S100P	6.2320986	6.936166028610359e-168
RP3-329E20.2	6.2178817	1.9007087155032572e-169
MAP1LC3C	6.206911	6.64051813209071e-255
ANXA1	6.1977034	6.303724740737788e-236
S100A8	6.15632	2.907103654041718e-18
CYP1B1	6.135327	2.441849614344972e-125
KRT5	6.134523	1.869550722034432e-108
HSPB8	6.1182303	9.631243910376578e-250
FIBIN	6.0988884	8.433292224034389e-230
WDR38	6.0855503	1.960794629584256e-186
PSG4	6.065145	3.749109409592336e-146
RARRES3	6.064591	4.632859674078495e-157
TINAGL1	6.0639887	6.316298402805974e-149
STOML3	6.059368	6.230399066097587e-108
COBL	6.0321236	1.994975761512657e-260
EMP1	6.025387	5.3775140338158285e-241
ST14	5.9977756	5.369514143633243e-46
SHISA8	5.993642	1.3369290149580248e-131
MCOLN3	5.969642	9.354902962001772e-81
PXDNL	5.96857	1.886497852460459e-102
