names	lfc	padj
CRIP3	2.5360024	0.0
LINC01551	2.3068619	0.0
PTTG1	2.260138	0.0
SFRP1	2.2078264	0.0
ID4	2.1977026	0.0
OR2B6	2.124739	0.0
CCNA1	2.0714047	0.0
TROAP	2.0512033	0.0
RP3-395M20.12	2.0331748	0.0
CCDC39	2.0108256	0.0
GHRHR	1.9938543	0.0
GPR62	1.9809078	0.0
CFAP45	1.9598343	0.0
CDC20	1.950242	0.0
C1orf61	1.9346884	3.956102782131283e-259
FABP7	1.9143955	1.469765395345687e-229
EFCAB10	1.910391	0.0
MEIOB	1.902289	7.823279983876463e-304
PTTG2	1.89294	0.0
AF131215.8	1.890528	0.0
RP11-818O24.3	1.8797786	0.0
AC007204.2	1.8349285	0.0
RP5-1158E12.3	1.8154098	0.0
CTB-193M12.5	1.8091044	1.1803375707888063e-214
C9orf163	1.7936623	0.0
TTYH1	1.7773203	2.8927477410021126e-248
RP11-214N9.1	1.7566804	0.0
RP11-536G4.2	1.7384366	0.0
LMO7-AS1	1.676893	5.6517797382477894e-229
RP11-775H9.3	1.6596888	0.0
CCNB2	1.6405096	0.0
RP11-302F12.10	1.632371	0.0
FEZF2	1.6294514	1.131787090857405e-257
RP11-582J16.3	1.6278135	0.0
RP11-527L4.2	1.6274124	0.0
ACBD7	1.6208993	9.112775651058636e-306
TEKT1	1.6202921	0.0
RP11-307C18.1	1.6131521	0.0
RP11-318E3.9	1.6113205	0.0
RP11-321N4.5	1.6093113	5.788616346326954e-286
RP11-114O18.1	1.595623	0.0
FLJ31104	1.5944517	0.0
MATN4	1.5867307	0.0
SOX2	1.5783195	3.787560456615865e-242
HMGA2	1.5763907	0.0
RP11-413M3.4	1.558995	0.0
RP11-111F5.3	1.5335717	0.0
STK24-AS1	1.5243052	0.0
HES5	1.5076262	2.5245369407121187e-255
HCG14	1.5055673	0.0
CTD-2296D1.2	1.5039384	0.0
FAM181A	1.4972501	0.0
RP11-670E13.6	1.4785968	0.0
RP11-541P9.3	1.4756641	2.8609737926313596e-273
DEPDC1-AS1	1.4716502	1.5712169727059608e-279
RP11-66B24.2	1.4709722	0.0
B3GAT2	1.4691492	0.0
RP11-182J1.13	1.4611815	2.7576528712741714e-224
SNHG21	1.4551499	0.0
RP11-350N15.4	1.4446127	0.0
RP11-219B17.3	1.4375211	5.50685613250051e-294
AC022154.7	1.4338526	0.0
KIF9	1.432498	0.0
AC012360.6	1.4266343	0.0
CFAP65	1.4256883	0.0
CFAP46	1.4218282	0.0
LIX1	1.4147309	2.5265757733186185e-253
AC093702.1	1.4101069	0.0
LINC01126	1.409193	0.0
VIM	1.4086369	0.0
RP11-966I7.4	1.406574	0.0
PRCAT47	1.4035571	0.0
CCDC173	1.4032209	0.0
LINC00691	1.3895241	0.0
BIRC5	1.384039	1.0272058082575577e-278
RP11-732A21.3	1.3805025	0.0
FOXG1	1.3780491	0.0
PRR25	1.3755445	4.1015768248594044e-252
RP5-859D4.3	1.3711275	0.0
HEY1	1.3664161	0.0
RP11-23E19.2	1.3658823	0.0
RP5-894D12.4	1.3606884	0.0
AC137932.5	1.3578428	3.78175640166192e-269
CEBPA-AS1	1.3489497	0.0
MTNR1A	1.348938	0.0
FAM71F1	1.3479143	0.0
LINC01433	1.3453997	0.0
RP11-24N18.1	1.3387421	0.0
CRYGD	1.3386661	0.0
RP11-77P6.2	1.336826	0.0
SPATA4	1.3338298	0.0
RP11-219B4.3	1.3330162	5.841280668387011e-260
RP11-366L20.2	1.3322518	0.0
ANGPTL1	1.3304385	1.5536510624707698e-273
RP11-29B2.6	1.328569	2.2580768674740648e-189
HMMR	1.3258042	1.570381673301611e-169
Z83001.1	1.3243974	0.0
RP11-155O18.6	1.3159686	3.192107947023496e-187
GPT	1.3089648	1.1084111514240182e-283
LINC00461	1.3068832	1.4581686583088573e-242
DMRTA2	1.2984616	4.354973541988677e-266
RSPH4A	1.2949919	0.0
FSBP	1.2880839	0.0
RP11-802D6.1	1.2877635	0.0
RP11-107N15.1	1.2776357	0.0
AC007285.6	1.2728431	9.315022496884986e-301
CCR6	1.2713826	0.0
NEUROG2	1.2713139	0.0
EMX1	1.2546186	2.8921619345128994e-235
CTD-3220F14.3	1.2543958	1.1809328871649706e-307
FGF13-AS1	1.251355	0.0
FLJ46066	1.246376	0.0
RP11-157J13.1	1.2458181	0.0
FAM183A	1.2437253	0.0
