names	lfc	padj
NEUROD6	6.0939226	0.0
CTD-2316B1.1	5.4749966	0.0
STMN2	5.200033	0.0
AC067961.1	5.192496	0.0
CPNE4	5.1461196	0.0
TBR1	4.964132	0.0
TMEM244	4.807356	0.0
CREG2	4.794599	0.0
OPRM1	4.704339	0.0
CABP7	4.6746755	0.0
IGSF21	4.657068	0.0
FAM26D	4.637745	0.0
NRN1	4.6198	0.0
NPPA	4.455247	0.0
RP11-81H14.2	4.4255824	0.0
SAMD3	4.3183727	0.0
NEUROD2	4.288908	0.0
SLC17A7	4.2810726	0.0
SPHKAP	4.2578692	0.0
EOMES	4.2249303	0.0
GACAT2	4.213663	0.0
C11orf45	4.2130218	0.0
CTD-2316B1.2	4.164717	0.0
LHX9	4.1572137	0.0
RELN	4.106873	0.0
GJD2	4.083946	0.0
PCSK2	4.053221	0.0
C7orf33	4.044572	0.0
VWA5B2	4.0402446	0.0
CCSER1	4.030959	0.0
TAC3	4.0090814	0.0
CAMK2N1	3.977937	0.0
AKAP14	3.9418373	0.0
EPHA8	3.9128447	0.0
RTN1	3.903563	0.0
CCSAP	3.9030707	0.0
MYT1L	3.8950663	0.0
RPH3A	3.8699398	0.0
RP11-308D13.3	3.8490758	0.0
ADCY2	3.8480053	0.0
FAM149A	3.8275604	0.0
PLPPR1	3.8091133	0.0
KCNN4	3.80268	0.0
CNTNAP2	3.781982	0.0
AC018643.4	3.7712312	0.0
HMP19	3.7694356	0.0
BCL11B	3.7541127	0.0
NRXN1	3.7484486	0.0
KCNIP4-IT1	3.7447426	0.0
VENTX	3.7416728	0.0
CTC-458G6.2	3.7401762	0.0
KIF5C	3.7198987	0.0
HS3ST5	3.7104867	0.0
SLC17A6	3.7093234	0.0
ANKRD55	3.7073257	0.0
RFX8	3.7066925	0.0
AC009487.4	3.7030048	0.0
BAALC-AS2	3.6936212	0.0
MLIP	3.6935072	0.0
SPTBN5	3.688553	0.0
RP11-73O6.3	3.6844947	0.0
EBF2	3.6640322	0.0
FAM65B	3.651541	0.0
LHX5	3.6117513	0.0
INPP4B	3.5914953	0.0
CDH18	3.564731	0.0
ACTA1	3.56302	0.0
RP4-764O22.1	3.56123	0.0
ISLR2	3.5428658	0.0
LRFN2	3.5327237	0.0
ST18	3.527768	0.0
KCNIP4	3.5149739	0.0
GHRH	3.498209	0.0
GAP43	3.4960055	0.0
CHN2	3.4728653	0.0
LINC01589	3.4697459	0.0
TMEM229A	3.4678915	0.0
PPARGC1B	3.4611285	0.0
FSTL5	3.4606588	0.0
SCRT2	3.4593208	0.0
CNGB1	3.457112	0.0
LHX5-AS1	3.4488025	0.0
PCSK1N	3.4420109	0.0
