names	lfc	padj
SFRP1	2.3124034	0.0
FABP7	2.1678374	0.0
DCT	2.0283277	0.0
PLBD1-AS1	1.9689729	0.0
CTD-2049O4.1	1.8633132	0.0
C1orf61	1.8360281	1.4368603206234186e-208
TMEM72	1.816042	0.0
C6orf10	1.7831082	0.0
LIX1	1.7819091	0.0
DEFA5	1.7411842	0.0
ID4	1.7347889	2.4143091262157632e-229
LINC01551	1.6959181	1.438394345848015e-246
GIMAP4	1.6694738	0.0
TTYH1	1.6684058	7.01428977785552e-175
AMBN	1.6307579	0.0
AVPR1A	1.6245406	0.0
CTD-2583A14.10	1.614901	0.0
ID3	1.6079978	2.903131929974971e-180
SLITRK6	1.5965458	0.0
SIX2	1.5928829	0.0
RP11-335O4.3	1.5804965	0.0
GJA5	1.5781037	0.0
CD274	1.575364	0.0
MEP1B	1.5580968	0.0
TRIM6	1.5539589	0.0
RPL27A	1.5512197	0.0
RP11-61A14.1	1.5496925	0.0
GOLGA8H	1.5343356	0.0
ERVMER34-1	1.5326205	0.0
PTGS1	1.5269288	0.0
GOLGA8K	1.5200464	0.0
OLFM3	1.5189968	0.0
ANO9	1.5159103	0.0
HMGA2	1.5084528	0.0
AC110615.1	1.4970515	0.0
ENPP3	1.4956031	0.0
ABCA13	1.4905424	0.0
AP001092.4	1.4879225	0.0
ACPT	1.4875859	0.0
RP11-796E10.1	1.4875535	0.0
SOX2	1.4848582	7.357365691076699e-190
RP11-275I4.2	1.4800123	0.0
EMX2	1.4732687	0.0
SLC9C2	1.4599365	0.0
ARHGEF35	1.451286	0.0
TERC	1.4445788	0.0
ETNPPL	1.4397569	0.0
OR51I1	1.4386641	0.0
AC004076.9	1.4356918	0.0
GLIS1	1.4258324	0.0
UNC93B1	1.4243612	0.0
FAM83H-AS1	1.4243327	0.0
GYPE	1.4236768	0.0
GLI3	1.4217298	0.0
KCNA4	1.4209063	0.0
SOX9	1.4202359	0.0
RP11-2C24.7	1.4200995	0.0
TUSC5	1.4126369	0.0
RP11-80H18.3	1.4125363	0.0
HES5	1.4052867	8.73990760391128e-205
SLC12A8	1.4023802	0.0
TMEM161B-AS1	1.3961529	2.609915362111587e-279
RP11-321G12.1	1.3960199	0.0
ACADL	1.3960193	0.0
RP11-425A23.1	1.3928267	0.0
NEXN-AS1	1.3919532	0.0
FOLH1	1.391505	0.0
RP11-157J13.1	1.3896371	0.0
AC129492.6	1.3878081	0.0
RP11-620J15.2	1.3858684	0.0
GLP1R	1.3839511	0.0
ZNF32-AS3	1.3793317	0.0
COL4A6	1.3790463	8.014602997033606e-307
P3H2-AS1	1.3769891	0.0
MGAM	1.3750373	0.0
GAS5-AS1	1.374226	0.0
MASP1	1.3701577	0.0
RP6-74O6.2	1.3624288	0.0
SYNE2	1.3605337	2.5918042770353185e-253
PTPRQ	1.3580458	0.0
RP11-238F2.1	1.3577964	0.0
TXLNB	1.3568813	0.0
RP11-154H23.5	1.3558758	0.0
PVALB	1.3558508	0.0
LRP4	1.3482997	0.0
HPSE2	1.3471018	0.0
ANKRD33B	1.3446754	0.0
CLEC5A	1.3393058	0.0
RASGRP1	1.3383104	0.0
VCAN-AS1	1.3373488	0.0
DUSP9	1.335098	0.0
CNNM1	1.3261166	0.0
CTC-529P8.1	1.3234462	0.0
PAG1	1.3175342	0.0
KLF1	1.3143872	0.0
COL4A5	1.3141505	0.0
MT3	1.3127352	0.0
RP11-624M8.1	1.3110945	0.0
FZD7	1.3098494	0.0
NCR3LG1	1.3065985	0.0
IFI44L	1.3065275	3.414427736639724e-255
NOS2	1.3047649	0.0
RP5-859D4.3	1.3020219	0.0
CD82	1.3004749	0.0
NHLRC1	1.2991496	0.0
TTPA	1.296504	0.0
FAM201A	1.2961069	0.0
NPY2R	1.2954072	0.0
ZFP36L1	1.2942425	1.1021089025448813e-201
TAF7L	1.2939442	0.0
QKI	1.2938288	0.0
BTN3A1	1.2935271	0.0
AQP4	1.2914152	0.0
AC015971.2	1.2872939	7.281167945041999e-292
RP11-172F10.1	1.284775	0.0
HOXD9	1.2836055	0.0
LINC00958	1.2798632	0.0
FEZF2	1.2792946	5.334511769934301e-133
FOXG1	1.2791197	1.7092709875210167e-272
RP5-1148A21.3	1.2749559	0.0
RP11-603J24.17	1.2731221	0.0
TNFRSF10A	1.2716458	0.0
CTD-2207O23.11	1.2702665	0.0
FAM83B	1.268882	0.0
ABCC4	1.2684444	0.0
CRYGD	1.2674948	2.3998295297322532e-281
VCAN	1.2662601	5.807142542836836e-248
C2orf82	1.2651051	0.0
SAPCD1-AS1	1.2605258	0.0
DTX3L	1.2586107	0.0
LY6D	1.2565355	0.0
RP11-1072C15.4	1.2560401	6.70721845643451e-294
AC007193.10	1.2560027	0.0
SMPDL3B	1.2547132	0.0
RP4-569D19.8	1.2453855	2.1792338526500037e-287
BX004987.4	1.2430401	0.0
RP11-264L1.4	1.2418361	0.0
RP11-298I3.1	1.2411257	0.0
IGBP1-AS2	1.2387073	0.0
CTD-2033A16.3	1.2380304	0.0
IFI44	1.2374356	1.9960177351100578e-287
MEDAG	1.2369089	0.0
WI2-1959D15.1	1.2367467	0.0
RP11-773H22.4	1.2361555	0.0
COL11A1	1.235788	0.0
RP11-598D14.1	1.2332532	0.0
RP11-35P15.1	1.2316799	0.0
USH1C	1.231425	0.0
RP11-473M20.16	1.2296734	0.0
ZNF572	1.2274393	5.016279041284468e-287
MXRA5	1.2267814	0.0
PCSK9	1.2267723	0.0
B3GAT2	1.2262641	2.4471715375774333e-245
RP11-131K5.2	1.2259388	1.0487742611007507e-294
BTN3A2	1.2230232	0.0
